QB,RB,RB,WR,WR,WR,TE,FX,DST,Salary,Projection
QB5,RB1,RB5,WR2,WR10,WR11,TE1,TE3,DST3,47600,127.3
QB5,RB1,RB5,WR2,WR10,WR12,TE1,TE2,DST3,47600,129.2
QB5,RB1,RB6,WR1,WR2,WR10,TE1,TE8,DST3,47600,129.1
QB5,RB1,RB6,WR1,WR2,WR13,TE3,TE6,DST3,47600,125.6
QB5,RB1,RB6,WR1,WR2,WR14,TE2,TE6,DST3,47600,126.5
QB5,RB1,RB6,WR1,WR2,WR15,TE1,TE6,DST3,47600,128.6
QB5,RB1,RB6,WR1,WR10,WR11,TE1,TE3,DST3,47600,126.2
QB5,RB1,RB6,WR1,WR10,WR12,TE1,TE2,DST3,47600,128.1
QB5,RB1,RB6,WR2,WR10,WR11,TE1,TE2,DST3,47600,128.2
QB5,RB2,RB3,WR1,WR2,WR14,TE3,TE7,DST3,47600,132.1
QB5,RB2,RB3,WR1,WR2,WR15,TE2,TE7,DST3,47600,131.0
QB5,RB2,RB3,WR1,WR2,WR16,TE1,TE7,DST3,47600,132.5
QB5,RB2,RB3,WR1,WR2,WR18,TE1,TE2,DST3,47600,120.2
QB5,RB2,RB4,WR1,WR2,WR13,TE3,TE7,DST3,47600,130.7
QB5,RB2,RB4,WR1,WR2,WR14,TE2,TE7,DST3,47600,131.6
QB5,RB2,RB4,WR1,WR2,WR15,TE1,TE7,DST3,47600,133.7
QB5,RB2,RB4,WR1,WR2,WR17,TE2,TE3,DST3,47600,122.8
QB5,RB2,RB5,WR1,WR2,WR12,TE3,TE7,DST3,47600,132.7
QB5,RB2,RB5,WR1,WR2,WR13,TE2,TE7,DST3,47600,127.6
QB5,RB2,RB5,WR1,WR2,WR14,TE1,TE7,DST3,47600,131.7
QB5,RB2,RB5,WR1,WR2,WR17,TE1,TE3,DST3,47600,122.9
QB5,RB2,RB6,WR1,WR2,WR11,TE3,TE7,DST3,47600,131.7
QB5,RB2,RB6,WR1,WR2,WR12,TE2,TE7,DST3,47600,133.6
QB5,RB2,RB6,WR1,WR2,WR13,TE1,TE7,DST3,47600,131.7
QB5,RB2,RB6,WR1,WR2,WR17,TE1,TE2,DST3,47600,123.8
QB5,RB2,RB12,WR1,WR2,WR11,TE2,TE3,DST3,47600,122.7
QB5,RB2,RB12,WR1,WR2,WR12,TE1,TE3,DST3,47600,127.8
QB5,RB2,RB12,WR1,WR2,WR13,TE1,TE2,DST3,47600,122.7
QB5,RB2,RB13,WR1,WR2,WR10,TE1,TE2,DST3,47600,118.2
QB5,RB3,RB4,WR1,WR2,WR12,TE3,TE6,DST3,47600,130.0
QB5,RB3,RB4,WR1,WR2,WR13,TE2,TE6,DST3,47600,124.9
QB5,RB3,RB4,WR1,WR2,WR14,TE1,TE6,DST3,47600,129.0
QB5,RB3,RB4,WR1,WR10,WR11,TE1,TE2,DST3,47600,125.5
QB5,RB3,RB5,WR1,WR2,WR11,TE3,TE6,DST3,47600,125.0
QB5,RB3,RB5,WR1,WR2,WR12,TE2,TE6,DST3,47600,126.9
QB5,RB3,RB5,WR1,WR2,WR13,TE1,TE6,DST3,47600,125.0
QB5,RB3,RB6,WR1,WR2,WR10,TE3,TE6,DST3,47600,126.5
QB5,RB3,RB6,WR1,WR2,WR11,TE2,TE6,DST3,47600,125.9
QB5,RB3,RB6,WR1,WR2,WR12,TE1,TE6,DST3,47600,131.0
QB5,RB4,RB5,WR1,WR2,WR10,TE3,TE6,DST3,47600,125.1
QB5,RB4,RB5,WR1,WR2,WR11,TE2,TE6,DST3,47600,124.5
QB5,RB4,RB5,WR1,WR2,WR12,TE1,TE6,DST3,47600,129.6
QB5,RB4,RB6,WR1,WR2,WR10,TE2,TE6,DST3,47600,126.0
QB5,RB4,RB6,WR1,WR2,WR11,TE1,TE6,DST3,47600,128.6
QB5,RB5,RB6,WR1,WR2,WR10,TE1,TE6,DST3,47600,126.1
QB5,RB1,RB2,WR1,WR2,WR10,TE7,RB3,DST3,47600,128.5
QB5,RB1,RB2,WR1,WR2,WR15,TE3,RB3,DST3,47600,128.2
QB5,RB1,RB2,WR1,WR2,WR16,TE2,RB3,DST3,47600,126.5
QB5,RB1,RB2,WR1,WR2,WR14,TE3,RB4,DST3,47600,128.8
QB5,RB1,RB2,WR1,WR2,WR15,TE2,RB4,DST3,47600,127.7
QB5,RB1,RB2,WR1,WR2,WR16,TE1,RB4,DST3,47600,129.2
QB5,RB1,RB2,WR1,WR2,WR13,TE3,RB5,DST3,47600,124.8
QB5,RB1,RB2,WR1,WR2,WR14,TE2,RB5,DST3,47600,125.7
QB5,RB1,RB2,WR1,WR2,WR15,TE1,RB5,DST3,47600,127.8
QB5,RB1,RB2,WR1,WR2,WR12,TE3,RB6,DST3,47600,130.8
QB5,RB1,RB2,WR1,WR2,WR13,TE2,RB6,DST3,47600,125.7
QB5,RB1,RB2,WR1,WR2,WR14,TE1,RB6,DST3,47600,129.8
QB5,RB2,RB3,WR1,WR2,WR11,TE3,RB4,DST3,47600,128.2
QB5,RB2,RB3,WR1,WR2,WR12,TE2,RB4,DST3,47600,130.1
QB5,RB2,RB3,WR1,WR2,WR13,TE1,RB4,DST3,47600,128.2
QB5,RB2,RB3,WR1,WR2,WR10,TE3,RB5,DST3,47600,125.7
QB5,RB2,RB3,WR1,WR2,WR11,TE2,RB5,DST3,47600,125.1
QB5,RB2,RB3,WR1,WR2,WR12,TE1,RB5,DST3,47600,130.2
QB5,RB2,RB3,WR1,WR2,WR10,TE2,RB6,DST3,47600,126.6
QB5,RB2,RB3,WR1,WR2,WR11,TE1,RB6,DST3,47600,129.2
QB5,RB2,RB4,WR1,WR2,WR10,TE2,RB5,DST3,47600,125.2
QB5,RB2,RB4,WR1,WR2,WR11,TE1,RB5,DST3,47600,127.8
QB5,RB2,RB4,WR1,WR2,WR10,TE1,RB6,DST3,47600,129.3
QB5,RB1,RB2,WR1,WR2,WR10,TE3,WR13,DST3,47600,130.2
QB5,RB1,RB2,WR1,WR2,WR10,TE2,WR14,DST3,47600,131.1
QB5,RB1,RB2,WR1,WR2,WR10,TE1,WR15,DST3,47600,133.2
QB5,RB1,RB2,WR1,WR2,WR11,TE3,WR12,DST3,47600,134.7
QB5,RB1,RB2,WR1,WR2,WR11,TE2,WR13,DST3,47600,129.6
QB5,RB1,RB2,WR1,WR2,WR11,TE1,WR14,DST3,47600,133.7
QB5,RB1,RB2,WR1,WR2,WR12,TE1,WR13,DST3,47600,134.7
QB5,RB2,RB3,WR1,WR2,WR10,TE2,WR11,DST3,47600,130.5
QB5,RB2,RB3,WR1,WR2,WR10,TE1,WR12,DST3,47600,135.6
QB5,RB2,RB4,WR1,WR2,WR10,TE1,WR11,DST3,47600,133.2
QB5,RB1,RB2,WR1,WR2,WR13,TE3,TE8,DST3,47700,127.7
QB5,RB1,RB2,WR1,WR2,WR13,TE6,TE7,DST3,47700,127.5
QB5,RB1,RB2,WR1,WR2,WR14,TE2,TE8,DST3,47700,128.6
QB5,RB1,RB2,WR1,WR2,WR15,TE1,TE8,DST3,47700,130.7
QB5,RB1,RB2,WR1,WR2,WR17,TE2,TE6,DST3,47700,119.6
QB5,RB1,RB2,WR1,WR10,WR11,TE1,TE7,DST3,47700,128.1
QB5,RB1,RB2,WR1,WR10,WR15,TE2,TE3,DST3,47700,125.2
QB5,RB1,RB2,WR1,WR10,WR16,TE1,TE3,DST3,47700,126.7
QB5,RB1,RB2,WR1,WR11,WR14,TE2,TE3,DST3,47700,125.7
QB5,RB1,RB2,WR1,WR11,WR15,TE1,TE3,DST3,47700,127.8
QB5,RB1,RB2,WR1,WR11,WR16,TE1,TE2,DST3,47700,126.1
QB5,RB1,RB2,WR1,WR12,WR13,TE2,TE3,DST3,47700,126.7
QB5,RB1,RB2,WR1,WR12,WR14,TE1,TE3,DST3,47700,130.8
QB5,RB1,RB2,WR1,WR12,WR15,TE1,TE2,DST3,47700,129.7
QB5,RB1,RB2,WR1,WR13,WR14,TE1,TE2,DST3,47700,125.7
QB5,RB1,RB2,WR2,WR10,WR14,TE2,TE3,DST3,47700,128.3
QB5,RB1,RB2,WR2,WR10,WR15,TE1,TE3,DST3,47700,130.4
QB5,RB1,RB2,WR2,WR10,WR16,TE1,TE2,DST3,47700,128.7
QB5,RB1,RB2,WR2,WR11,WR13,TE2,TE3,DST3,47700,126.8
QB5,RB1,RB2,WR2,WR11,WR14,TE1,TE3,DST3,47700,130.9
QB5,RB1,RB2,WR2,WR11,WR15,TE1,TE2,DST3,47700,129.8
QB5,RB1,RB2,WR2,WR12,WR13,TE1,TE3,DST3,47700,131.9
QB5,RB1,RB2,WR2,WR12,WR14,TE1,TE2,DST3,47700,132.8
QB5,RB1,RB3,WR1,WR2,WR16,TE3,TE7,DST3,47700,131.4
QB5,RB1,RB3,WR1,WR2,WR18,TE2,TE3,DST3,47700,119.1
QB5,RB1,RB4,WR1,WR2,WR15,TE3,TE7,DST3,47700,132.6
QB5,RB1,RB4,WR1,WR2,WR16,TE2,TE7,DST3,47700,130.9
QB5,RB1,RB4,WR1,WR2,WR18,TE1,TE3,DST3,47700,121.8
QB5,RB1,RB5,WR1,WR2,WR14,TE3,TE7,DST3,47700,130.6
QB5,RB1,RB5,WR1,WR2,WR15,TE2,TE7,DST3,47700,129.5
QB5,RB1,RB5,WR1,WR2,WR16,TE1,TE7,DST3,47700,131.0
QB5,RB1,RB5,WR1,WR2,WR18,TE1,TE2,DST3,47700,118.7
QB5,RB1,RB6,WR1,WR2,WR13,TE3,TE7,DST3,47700,130.6
QB5,RB1,RB6,WR1,WR2,WR14,TE2,TE7,DST3,47700,131.5
QB5,RB1,RB6,WR1,WR2,WR15,TE1,TE7,DST3,47700,133.6
QB5,RB1,RB6,WR1,WR2,WR17,TE2,TE3,DST3,47700,122.7
QB5,RB1,RB12,WR1,WR2,WR13,TE2,TE3,DST3,47700,121.6
QB5,RB1,RB12,WR1,WR2,WR14,TE1,TE3,DST3,47700,125.7
QB5,RB1,RB12,WR1,WR2,WR15,TE1,TE2,DST3,47700,124.6
QB5,RB1,RB13,WR1,WR2,WR10,TE2,TE3,DST3,47700,117.1
QB5,RB1,RB13,WR1,WR2,WR11,TE1,TE3,DST3,47700,119.7
QB5,RB1,RB13,WR1,WR2,WR12,TE1,TE2,DST3,47700,121.6
QB5,RB1,RB14,WR1,WR2,WR10,TE1,TE2,DST3,47700,125.1
QB5,RB2,RB3,WR1,WR2,WR10,TE3,TE8,DST3,47700,128.6
QB5,RB2,RB3,WR1,WR2,WR10,TE6,TE7,DST3,47700,128.4
QB5,RB2,RB3,WR1,WR2,WR11,TE2,TE8,DST3,47700,128.0
QB5,RB2,RB3,WR1,WR2,WR12,TE1,TE8,DST3,47700,133.1
QB5,RB2,RB3,WR1,WR2,WR15,TE3,TE6,DST3,47700,128.1
QB5,RB2,RB3,WR1,WR2,WR16,TE2,TE6,DST3,47700,126.4
QB5,RB2,RB3,WR1,WR10,WR12,TE2,TE3,DST3,47700,127.6
QB5,RB2,RB3,WR1,WR10,WR13,TE1,TE3,DST3,47700,125.7
QB5,RB2,RB3,WR1,WR10,WR14,TE1,TE2,DST3,47700,126.6
QB5,RB2,RB3,WR1,WR11,WR12,TE1,TE3,DST3,47700,130.2
QB5,RB2,RB3,WR1,WR11,WR13,TE1,TE2,DST3,47700,125.1
QB5,RB2,RB3,WR2,WR10,WR11,TE2,TE3,DST3,47700,127.7
QB5,RB2,RB3,WR2,WR10,WR12,TE1,TE3,DST3,47700,132.8
QB5,RB2,RB3,WR2,WR10,WR13,TE1,TE2,DST3,47700,127.7
QB5,RB2,RB3,WR2,WR11,WR12,TE1,TE2,DST3,47700,132.2
QB5,RB2,RB4,WR1,WR2,WR10,TE2,TE8,DST3,47700,128.1
QB5,RB2,RB4,WR1,WR2,WR11,TE1,TE8,DST3,47700,130.7
QB5,RB2,RB4,WR1,WR2,WR14,TE3,TE6,DST3,47700,128.7
QB5,RB2,RB4,WR1,WR2,WR15,TE2,TE6,DST3,47700,127.6
QB5,RB2,RB4,WR1,WR2,WR16,TE1,TE6,DST3,47700,129.1
QB5,RB2,RB4,WR1,WR10,WR11,TE2,TE3,DST3,47700,125.2
QB5,RB2,RB4,WR1,WR10,WR12,TE1,TE3,DST3,47700,130.3
QB5,RB2,RB4,WR1,WR10,WR13,TE1,TE2,DST3,47700,125.2
QB5,RB2,RB4,WR1,WR11,WR12,TE1,TE2,DST3,47700,129.7
QB5,RB2,RB4,WR2,WR10,WR11,TE1,TE3,DST3,47700,130.4
QB5,RB2,RB4,WR2,WR10,WR12,TE1,TE2,DST3,47700,132.3
QB5,RB2,RB5,WR1,WR2,WR10,TE1,TE8,DST3,47700,128.2
QB5,RB2,RB5,WR1,WR2,WR13,TE3,TE6,DST3,47700,124.7
QB5,RB2,RB5,WR1,WR2,WR14,TE2,TE6,DST3,47700,125.6
QB5,RB2,RB5,WR1,WR2,WR15,TE1,TE6,DST3,47700,127.7
QB5,RB2,RB5,WR1,WR10,WR11,TE1,TE3,DST3,47700,125.3
QB5,RB2,RB5,WR1,WR10,WR12,TE1,TE2,DST3,47700,127.2
QB5,RB2,RB5,WR2,WR10,WR11,TE1,TE2,DST3,47700,127.3
QB5,RB2,RB6,WR1,WR2,WR12,TE3,TE6,DST3,47700,130.7
QB5,RB2,RB6,WR1,WR2,WR13,TE2,TE6,DST3,47700,125.6
QB5,RB2,RB6,WR1,WR2,WR14,TE1,TE6,DST3,47700,129.7
QB5,RB2,RB6,WR1,WR10,WR11,TE1,TE2,DST3,47700,126.2
QB5,RB3,RB4,WR1,WR2,WR12,TE3,TE7,DST3,47700,135.0
QB5,RB3,RB4,WR1,WR2,WR13,TE2,TE7,DST3,47700,129.9
QB5,RB3,RB4,WR1,WR2,WR14,TE1,TE7,DST3,47700,134.0
QB5,RB3,RB4,WR1,WR2,WR17,TE1,TE3,DST3,47700,125.2
QB5,RB3,RB5,WR1,WR2,WR11,TE3,TE7,DST3,47700,130.0
QB5,RB3,RB5,WR1,WR2,WR12,TE2,TE7,DST3,47700,131.9
QB5,RB3,RB5,WR1,WR2,WR13,TE1,TE7,DST3,47700,130.0
QB5,RB3,RB5,WR1,WR2,WR17,TE1,TE2,DST3,47700,122.1
QB5,RB3,RB6,WR1,WR2,WR10,TE3,TE7,DST3,47700,131.5
QB5,RB3,RB6,WR1,WR2,WR11,TE2,TE7,DST3,47700,130.9
QB5,RB3,RB6,WR1,WR2,WR12,TE1,TE7,DST3,47700,136.0
QB5,RB3,RB6,WR1,WR2,WR16,TE2,TE3,DST3,47700,129.5
QB5,RB3,RB12,WR1,WR2,WR10,TE2,TE3,DST3,47700,122.5
QB5,RB3,RB12,WR1,WR2,WR11,TE1,TE3,DST3,47700,125.1
QB5,RB3,RB12,WR1,WR2,WR12,TE1,TE2,DST3,47700,127.0
QB5,RB4,RB5,WR1,WR2,WR10,TE3,TE7,DST3,47700,130.1
QB5,RB4,RB5,WR1,WR2,WR11,TE2,TE7,DST3,47700,129.5
QB5,RB4,RB5,WR1,WR2,WR12,TE1,TE7,DST3,47700,134.6
QB5,RB4,RB5,WR1,WR2,WR16,TE2,TE3,DST3,47700,128.1
QB5,RB4,RB6,WR1,WR2,WR10,TE2,TE7,DST3,47700,131.0
QB5,RB4,RB6,WR1,WR2,WR11,TE1,TE7,DST3,47700,133.6
QB5,RB4,RB6,WR1,WR2,WR15,TE2,TE3,DST3,47700,130.7
QB5,RB4,RB6,WR1,WR2,WR16,TE1,TE3,DST3,47700,132.2
QB5,RB4,RB12,WR1,WR2,WR10,TE1,TE3,DST3,47700,125.2
QB5,RB4,RB12,WR1,WR2,WR11,TE1,TE2,DST3,47700,124.6
QB5,RB5,RB6,WR1,WR2,WR10,TE1,TE7,DST3,47700,131.1
QB5,RB5,RB6,WR1,WR2,WR14,TE2,TE3,DST3,47700,128.7
QB5,RB5,RB6,WR1,WR2,WR15,TE1,TE3,DST3,47700,130.8
QB5,RB5,RB6,WR1,WR2,WR16,TE1,TE2,DST3,47700,129.1
QB5,RB5,RB12,WR1,WR2,WR10,TE1,TE2,DST3,47700,122.1
QB5,RB1,RB2,WR1,WR2,WR11,TE6,RB3,DST3,47700,125.0
QB5,RB1,RB2,WR1,WR2,WR10,TE6,RB4,DST3,47700,125.1
QB5,RB1,RB3,WR1,WR2,WR13,TE3,RB4,DST3,47700,127.1
QB5,RB1,RB3,WR1,WR2,WR14,TE2,RB4,DST3,47700,128.0
QB5,RB1,RB3,WR1,WR2,WR15,TE1,RB4,DST3,47700,130.1
QB5,RB1,RB3,WR1,WR2,WR12,TE3,RB5,DST3,47700,129.1
QB5,RB1,RB3,WR1,WR2,WR13,TE2,RB5,DST3,47700,124.0
QB5,RB1,RB3,WR1,WR2,WR14,TE1,RB5,DST3,47700,128.1
QB5,RB1,RB3,WR1,WR2,WR11,TE3,RB6,DST3,47700,128.1
QB5,RB1,RB3,WR1,WR2,WR12,TE2,RB6,DST3,47700,130.0
QB5,RB1,RB3,WR1,WR2,WR13,TE1,RB6,DST3,47700,128.1
QB5,RB1,RB4,WR1,WR2,WR11,TE3,RB5,DST3,47700,126.7
QB5,RB1,RB4,WR1,WR2,WR12,TE2,RB5,DST3,47700,128.6
QB5,RB1,RB4,WR1,WR2,WR13,TE1,RB5,DST3,47700,126.7
QB5,RB1,RB4,WR1,WR2,WR10,TE3,RB6,DST3,47700,128.2
QB5,RB1,RB4,WR1,WR2,WR11,TE2,RB6,DST3,47700,127.6
QB5,RB1,RB4,WR1,WR2,WR12,TE1,RB6,DST3,47700,132.7
QB5,RB1,RB5,WR1,WR2,WR10,TE2,RB6,DST3,47700,125.1
QB5,RB1,RB5,WR1,WR2,WR11,TE1,RB6,DST3,47700,127.7
QB5,RB3,RB4,WR1,WR2,WR10,TE1,RB5,DST3,47700,127.6
QB5,RB1,RB3,WR1,WR2,WR10,TE3,WR12,DST3,47700,134.5
QB5,RB1,RB3,WR1,WR2,WR10,TE2,WR13,DST3,47700,129.4
QB5,RB1,RB3,WR1,WR2,WR10,TE1,WR14,DST3,47700,133.5
QB5,RB1,RB3,WR1,WR2,WR11,TE2,WR12,DST3,47700,133.9
QB5,RB1,RB3,WR1,WR2,WR11,TE1,WR13,DST3,47700,132.0
QB5,RB1,RB4,WR1,WR2,WR10,TE3,WR11,DST3,47700,132.1
QB5,RB1,RB4,WR1,WR2,WR10,TE2,WR12,DST3,47700,134.0
QB5,RB1,RB4,WR1,WR2,WR10,TE1,WR13,DST3,47700,132.1
QB5,RB1,RB4,WR1,WR2,WR11,TE1,WR12,DST3,47700,136.6
QB5,RB1,RB5,WR1,WR2,WR10,TE2,WR11,DST3,47700,129.0
QB5,RB1,RB5,WR1,WR2,WR10,TE1,WR12,DST3,47700,134.1
QB5,RB1,RB6,WR1,WR2,WR10,TE1,WR11,DST3,47700,133.1
QB5,RB1,RB2,WR1,WR2,WR10,TE1,TE9,DST3,47800,127.2
QB5,RB1,RB2,WR1,WR2,WR17,TE2,TE7,DST3,47800,124.6
QB5,RB1,RB2,WR1,WR2,WR19,TE1,TE3,DST3,47800,120.9
QB5,RB1,RB2,WR1,WR10,WR11,TE2,TE6,DST3,47800,122.0
QB5,RB1,RB2,WR1,WR10,WR12,TE1,TE6,DST3,47800,127.1
QB5,RB1,RB2,WR2,WR10,WR11,TE1,TE6,DST3,47800,127.2
QB5,RB1,RB3,WR1,WR2,WR12,TE3,TE8,DST3,47800,132.0
QB5,RB1,RB3,WR1,WR2,WR12,TE6,TE7,DST3,47800,131.8
QB5,RB1,RB3,WR1,WR2,WR13,TE2,TE8,DST3,47800,126.9
QB5,RB1,RB3,WR1,WR2,WR14,TE1,TE8,DST3,47800,131.0
QB5,RB1,RB3,WR1,WR2,WR17,TE1,TE6,DST3,47800,122.0
QB5,RB1,RB3,WR1,WR10,WR14,TE2,TE3,DST3,47800,125.5
QB5,RB1,RB3,WR1,WR10,WR15,TE1,TE3,DST3,47800,127.6
QB5,RB1,RB3,WR1,WR10,WR16,TE1,TE2,DST3,47800,125.9
QB5,RB1,RB3,WR1,WR11,WR13,TE2,TE3,DST3,47800,124.0
QB5,RB1,RB3,WR1,WR11,WR14,TE1,TE3,DST3,47800,128.1
QB5,RB1,RB3,WR1,WR11,WR15,TE1,TE2,DST3,47800,127.0
QB5,RB1,RB3,WR1,WR12,WR13,TE1,TE3,DST3,47800,129.1
QB5,RB1,RB3,WR1,WR12,WR14,TE1,TE2,DST3,47800,130.0
QB5,RB1,RB3,WR2,WR10,WR13,TE2,TE3,DST3,47800,126.6
QB5,RB1,RB3,WR2,WR10,WR14,TE1,TE3,DST3,47800,130.7
QB5,RB1,RB3,WR2,WR10,WR15,TE1,TE2,DST3,47800,129.6
QB5,RB1,RB3,WR2,WR11,WR12,TE2,TE3,DST3,47800,131.1
QB5,RB1,RB3,WR2,WR11,WR13,TE1,TE3,DST3,47800,129.2
QB5,RB1,RB3,WR2,WR11,WR14,TE1,TE2,DST3,47800,130.1
QB5,RB1,RB3,WR2,WR12,WR13,TE1,TE2,DST3,47800,131.1
QB5,RB1,RB4,WR1,WR2,WR11,TE3,TE8,DST3,47800,129.6
QB5,RB1,RB4,WR1,WR2,WR11,TE6,TE7,DST3,47800,129.4
QB5,RB1,RB4,WR1,WR2,WR12,TE2,TE8,DST3,47800,131.5
QB5,RB1,RB4,WR1,WR2,WR13,TE1,TE8,DST3,47800,129.6
QB5,RB1,RB4,WR1,WR2,WR16,TE3,TE6,DST3,47800,128.0
QB5,RB1,RB4,WR1,WR10,WR13,TE2,TE3,DST3,47800,124.1
QB5,RB1,RB4,WR1,WR10,WR14,TE1,TE3,DST3,47800,128.2
QB5,RB1,RB4,WR1,WR10,WR15,TE1,TE2,DST3,47800,127.1
QB5,RB1,RB4,WR1,WR11,WR12,TE2,TE3,DST3,47800,128.6
QB5,RB1,RB4,WR1,WR11,WR13,TE1,TE3,DST3,47800,126.7
QB5,RB1,RB4,WR1,WR11,WR14,TE1,TE2,DST3,47800,127.6
QB5,RB1,RB4,WR1,WR12,WR13,TE1,TE2,DST3,47800,128.6
QB5,RB1,RB4,WR2,WR10,WR12,TE2,TE3,DST3,47800,131.2
QB5,RB1,RB4,WR2,WR10,WR13,TE1,TE3,DST3,47800,129.3
QB5,RB1,RB4,WR2,WR10,WR14,TE1,TE2,DST3,47800,130.2
QB5,RB1,RB4,WR2,WR11,WR12,TE1,TE3,DST3,47800,133.8
QB5,RB1,RB4,WR2,WR11,WR13,TE1,TE2,DST3,47800,128.7
QB5,RB1,RB5,WR1,WR2,WR10,TE3,TE8,DST3,47800,127.1
QB5,RB1,RB5,WR1,WR2,WR10,TE6,TE7,DST3,47800,126.9
QB5,RB1,RB5,WR1,WR2,WR11,TE2,TE8,DST3,47800,126.5
QB5,RB1,RB5,WR1,WR2,WR12,TE1,TE8,DST3,47800,131.6
QB5,RB1,RB5,WR1,WR2,WR15,TE3,TE6,DST3,47800,126.6
QB5,RB1,RB5,WR1,WR2,WR16,TE2,TE6,DST3,47800,124.9
QB5,RB1,RB5,WR1,WR10,WR12,TE2,TE3,DST3,47800,126.1
QB5,RB1,RB5,WR1,WR10,WR13,TE1,TE3,DST3,47800,124.2
QB5,RB1,RB5,WR1,WR10,WR14,TE1,TE2,DST3,47800,125.1
QB5,RB1,RB5,WR1,WR11,WR12,TE1,TE3,DST3,47800,128.7
QB5,RB1,RB5,WR1,WR11,WR13,TE1,TE2,DST3,47800,123.6
QB5,RB1,RB5,WR2,WR10,WR11,TE2,TE3,DST3,47800,126.2
QB5,RB1,RB5,WR2,WR10,WR12,TE1,TE3,DST3,47800,131.3
QB5,RB1,RB5,WR2,WR10,WR13,TE1,TE2,DST3,47800,126.2
QB5,RB1,RB5,WR2,WR11,WR12,TE1,TE2,DST3,47800,130.7
QB5,RB1,RB6,WR1,WR2,WR10,TE2,TE8,DST3,47800,128.0
QB5,RB1,RB6,WR1,WR2,WR11,TE1,TE8,DST3,47800,130.6
QB5,RB1,RB6,WR1,WR2,WR14,TE3,TE6,DST3,47800,128.6
QB5,RB1,RB6,WR1,WR2,WR15,TE2,TE6,DST3,47800,127.5
QB5,RB1,RB6,WR1,WR2,WR16,TE1,TE6,DST3,47800,129.0
QB5,RB1,RB6,WR1,WR10,WR11,TE2,TE3,DST3,47800,125.1
QB5,RB1,RB6,WR1,WR10,WR12,TE1,TE3,DST3,47800,130.2
QB5,RB1,RB6,WR1,WR10,WR13,TE1,TE2,DST3,47800,125.1
QB5,RB1,RB6,WR1,WR11,WR12,TE1,TE2,DST3,47800,129.6
QB5,RB1,RB6,WR2,WR10,WR11,TE1,TE3,DST3,47800,130.3
QB5,RB1,RB6,WR2,WR10,WR12,TE1,TE2,DST3,47800,132.2
QB5,RB1,RB12,WR1,WR2,WR10,TE1,TE6,DST3,47800,122.0
QB5,RB2,RB3,WR1,WR2,WR15,TE3,TE7,DST3,47800,133.1
QB5,RB2,RB3,WR1,WR2,WR16,TE2,TE7,DST3,47800,131.4
QB5,RB2,RB3,WR1,WR2,WR18,TE1,TE3,DST3,47800,122.3
QB5,RB2,RB4,WR1,WR2,WR14,TE3,TE7,DST3,47800,133.7
QB5,RB2,RB4,WR1,WR2,WR15,TE2,TE7,DST3,47800,132.6
QB5,RB2,RB4,WR1,WR2,WR16,TE1,TE7,DST3,47800,134.1
QB5,RB2,RB4,WR1,WR2,WR18,TE1,TE2,DST3,47800,121.8
QB5,RB2,RB5,WR1,WR2,WR13,TE3,TE7,DST3,47800,129.7
QB5,RB2,RB5,WR1,WR2,WR14,TE2,TE7,DST3,47800,130.6
QB5,RB2,RB5,WR1,WR2,WR15,TE1,TE7,DST3,47800,132.7
QB5,RB2,RB5,WR1,WR2,WR17,TE2,TE3,DST3,47800,121.8
QB5,RB2,RB6,WR1,WR2,WR12,TE3,TE7,DST3,47800,135.7
QB5,RB2,RB6,WR1,WR2,WR13,TE2,TE7,DST3,47800,130.6
QB5,RB2,RB6,WR1,WR2,WR14,TE1,TE7,DST3,47800,134.7
QB5,RB2,RB6,WR1,WR2,WR17,TE1,TE3,DST3,47800,125.9
QB5,RB2,RB12,WR1,WR2,WR12,TE2,TE3,DST3,47800,126.7
QB5,RB2,RB12,WR1,WR2,WR13,TE1,TE3,DST3,47800,124.8
QB5,RB2,RB12,WR1,WR2,WR14,TE1,TE2,DST3,47800,125.7
QB5,RB2,RB13,WR1,WR2,WR10,TE1,TE3,DST3,47800,120.3
QB5,RB2,RB13,WR1,WR2,WR11,TE1,TE2,DST3,47800,119.7
QB5,RB3,RB4,WR1,WR2,WR10,TE1,TE8,DST3,47800,130.5
QB5,RB3,RB4,WR1,WR2,WR13,TE3,TE6,DST3,47800,127.0
QB5,RB3,RB4,WR1,WR2,WR14,TE2,TE6,DST3,47800,127.9
QB5,RB3,RB4,WR1,WR2,WR15,TE1,TE6,DST3,47800,130.0
QB5,RB3,RB4,WR1,WR10,WR11,TE1,TE3,DST3,47800,127.6
QB5,RB3,RB4,WR1,WR10,WR12,TE1,TE2,DST3,47800,129.5
QB5,RB3,RB4,WR2,WR10,WR11,TE1,TE2,DST3,47800,129.6
QB5,RB3,RB5,WR1,WR2,WR12,TE3,TE6,DST3,47800,129.0
QB5,RB3,RB5,WR1,WR2,WR13,TE2,TE6,DST3,47800,123.9
QB5,RB3,RB5,WR1,WR2,WR14,TE1,TE6,DST3,47800,128.0
QB5,RB3,RB5,WR1,WR10,WR11,TE1,TE2,DST3,47800,124.5
QB5,RB3,RB6,WR1,WR2,WR11,TE3,TE6,DST3,47800,128.0
QB5,RB3,RB6,WR1,WR2,WR12,TE2,TE6,DST3,47800,129.9
QB5,RB3,RB6,WR1,WR2,WR13,TE1,TE6,DST3,47800,128.0
